u,v,key,osmid,oneway,highway,maxspeed,reversed,length,from,to,lanes,name,bridge,junction,width,access,service,tunnel
4058288099,4058322256,0,1184486858,1,tertiary,40,False,90.484,4058322256,4058288099,2,Calle Ayacucho,,,,,,,
4058288119,8879835807,0,403480283,0,footway,,True,122.124,8879835807,4058288119,,,,,,,,,
4058288119,4058288125,0,403480284,0,footway,,True,21.752,4058288125,4058288119,,,,,,,,,
4058288119,4058288127,0,403482507,0,footway,,True,16.064,4058288127,4058288119,,,,,,,,,
4058288119,8835591997,0,403482507,0,footway,,False,75.08,8835591997,4058288119,,,,,,,,,
4058288121,11087456610,0,403482507,0,footway,,False,17.356,11087456610,4058288121,,,,,,,,,
4058288122,4058288126,0,403480282,0,footway,,True,8.766,4058288126,4058288122,,,,,,,,,
4058288122,11087434783,0,403482507,0,footway,,True,13.919,11087434783,4058288122,,,,,,,,,
4058288122,4058288127,0,403482507,0,footway,,False,7.651,4058288127,4058288122,,,,,,,,,
4058288125,4058288128,0,403480285,0,footway,,True,15.505,4058288128,4058288125,,,,,,,,,
4058288125,4058288127,0,403480285,0,footway,,False,14.562,4058288127,4058288125,,,,,,,,,
4058288125,4058288126,0,403480284,0,footway,,True,17.952,4058288126,4058288125,,,,,,,,,
4058288126,6061568501,0,403480282,0,footway,,True,11.466,6061568501,4058288126,,,,,,,,,
4058322255,4058322256,0,403482506,0,tertiary,,True,6.203,4058322256,4058322255,2,Calle Ayacucho,,,,,,,
4058322255,4058322273,0,644545196,1,tertiary,40,False,63.927,4058322255,4058322273,,Calle Ayacucho,,,,,,,
4058322256,4618014751,0,409153279,0,service,,True,11.057,4618014751,4058322256,,,,,,,,,
4058322256,11014693349,0,1184486858,1,tertiary,40,False,64.733,11014693349,4058322256,2,Calle Ayacucho,,,,,,,
4058322273,11014693349,0,403482511,0,service,,True,5.179,11014693349,4058322273,,,,,,,,,
4058322273,6734047830,0,644545196,1,tertiary,40,False,57.252,4058322273,6734047830,,Calle Ayacucho,,,,,,,
4058322276,11014693349,0,"[644545192, 644545193, 403482511]",0,service,,False,39.78,11014693349,4058322276,,,,,,,permissive,parking_aisle,
4058322281,8234790746,0,399823499,0,service,,True,9.94,8234790746,4058322281,,,,,,,private,,
4058322281,8879835807,0,403482513,0,service,,False,28.477,8879835807,4058322281,,,,,,,permissive,,
4058322281,8835591997,0,399823499,0,service,,False,221.598,8835591997,4058322281,,,,,,,private,,
4058322281,4058322282,0,"[403482513, 644545191]",0,service,,True,36.146,4058322282,4058322281,,,,,,,permissive,,
4058322282,4058322283,0,644545191,0,service,,True,5.463,4058322283,4058322282,,,,,,,,,
4058322282,11014693349,0,1184486858,1,tertiary,40,False,81.294,4058322282,11014693349,2,Calle Ayacucho,,,,,,,
4058322282,5380727086,0,1184486858,1,tertiary,40,False,119.837,5380727086,4058322282,2,Calle Ayacucho,,,,,,,
4058322283,5380727086,0,644545196,1,tertiary,40,False,115.318,4058322283,5380727086,,Calle Ayacucho,,,,,,,
4058322283,6734047830,0,644545196,1,tertiary,40,False,28.712,6734047830,4058322283,,Calle Ayacucho,,,,,,,
4058377257,5092538900,0,110818503,0,living_street,30,False,44.56,5092538900,4058377257,,Calle Cesar Vallejo,,,,,,,
4058377257,5393843715,0,1254741633,0,residential,30,True,49.152,5393843715,4058377257,,Calle Cesar Vallejo,,,,,,,
4060315693,4060315694,0,403696099,0,service,10,True,36.793,4060315694,4060315693,,,,,,,private,,
4066882694,5391133842,0,557853744,0,residential,,True,44.831,5391133842,4066882694,1,Calle San Rafael,,,,,,,
4066882694,5391133846,0,110842684,0,residential,,True,94.14,5391133846,4066882694,,,,,,,,,
4066895960,4066916798,0,404414974,0,footway,,True,2.979,4066916798,4066895960,,,,,,,,,
4066915242,5381018101,0,404414776,0,footway,,True,39.005,5381018101,4066915242,,,,,,,,,
4066915242,5381008135,0,"[404423706, 558026931]",0,footway,,"[False, True]",97.104,5381008135,4066915242,,,,,,,,,
4066915242,5381044242,0,558031284,0,footway,,True,70.532,5381044242,4066915242,,,,,,,,,
4066915244,5381008117,0,404414777,0,footway,,True,12.681,5381008117,4066915244,,,,,,,,,
4066915244,5381008113,0,404423707,0,footway,,False,43.198,5381008113,4066915244,,,,,,,,,
4066915244,5381008146,0,558026934,0,footway,,False,7.352,5381008146,4066915244,,,,,,,,,
4066915246,5381008131,0,404429496,0,service,,True,39.559,5381008131,4066915246,,,,,,,private,,
4066915246,5381008103,0,404429496,0,service,,False,3.852,5381008103,4066915246,,,,,,,private,,
4066915246,5381008128,0,404414777,0,footway,,False,38.627,5381008128,4066915246,,,,,,,,,
4066915247,4066915248,0,404414778,0,footway,,True,27.397,4066915248,4066915247,,,,,,,,,
4066915247,5381008145,0,175698672,1,secondary,40,False,35.017,4066915247,5381008145,2,Avenida Daniel Alcides Carri??n,,,,,,,
4066915247,4067035110,0,175698672,1,secondary,40,False,107.951,4067035110,4066915247,2,Avenida Daniel Alcides Carri??n,,,,,,,
4066915248,5381008110,0,404423709,0,footway,,True,22.64,5381008110,4066915248,,,,,,,,,
4066915248,4066990072,0,404423709,0,footway,,False,22.772,4066990072,4066915248,,,,,,,,,
4066915260,4067034578,0,1171057482,0,footway,,True,4.079,4067034578,4066915260,,,,,,,,,
4066915260,9674888302,0,"[404415448, 404430020, 354695470]",1,primary,"['60', '50', '40']",False,415.172,4066915260,9674888302,1,"['V?�a Exclusiva Daniel Alcides Carri??n', 'Acceso R?�pido Alcides Carri??n']",yes,,,,,,
4066915260,4067034577,0,"[1171057482, 1171057483, 404427364]",0,footway,,False,7.05,4067034577,4066915260,,,,,,,,,
4066915260,4067032172,0,404430020,1,primary,50,False,120.66,4067032172,4066915260,1,V?�a Exclusiva Daniel Alcides Carri??n,,,,,,,
4066916798,11019063208,0,"[404414973, 404414974]",0,footway,,True,135.332,11019063208,4066916798,,,,,,,,,
4066916798,11009101050,0,1185162924,0,footway,,False,5.65,11009101050,4066916798,,,,,,,,,
4066951578,4066951579,0,"[404418318, 1186410478, 1186410479]",0,footway,,True,12.044,4066951579,4066951578,,,,,,,,,
4066951578,11019063208,0,"[404418318, 1186364819, 1186364820, 1186364821, 1186364822]",0,footway,,False,175.404,11019063208,4066951578,,,,,,,,,
4066951579,4066951694,0,404418325,1,primary,60,False,17.584,4066951579,4066951694,2,Avenida Venezuela,,,,,,,
4066951692,5750184882,0,"[404418322, 558925027]",0,"['footway', 'steps']",,"[False, True]",18.985,5750184882,4066951692,,,,,,,,,
4066951692,4066951694,0,404418325,1,primary,60,False,7.73,4066951694,4066951692,2,Avenida Venezuela,,,,,,,
4066951694,5750185274,0,404418323,1,service,,False,24.025,5750185274,4066951694,,,,,,,,parking_aisle,
4066951718,5750184827,0,570474816,1,primary,60,False,51.896,4066951718,5750184827,2,Avenida Venezuela,,,,,,,
4066951718,4066951719,0,"[404418331, 989753923, 989753924]",0,footway,,True,13.896,4066951719,4066951718,,,yes,,,,,,
4066951718,4066951720,0,570474816,1,primary,60,False,46.58,4066951720,4066951718,2,Avenida Venezuela,,,,,,,
4066951719,5750184828,0,404418333,0,footway,,True,51.876,5750184828,4066951719,,,,,,,,,
4066951719,5750185271,0,606488518,0,corridor,,True,5.345,5750185271,4066951719,,,,,,,,,
4066951719,4066951721,0,404418333,0,footway,,False,49.091,4066951721,4066951719,,,,,,,,,
4066951720,4066951721,0,"[989753928, 404418332, 989753927]",0,footway,,True,13.491,4066951721,4066951720,,,yes,,,,,,
4066951720,5391133719,0,1276191249,1,primary,60,False,66.3,5391133719,4066951720,2,Avenida Venezuela,,,,,,,
4066951721,5750185272,0,606488520,0,corridor,,True,3.729,5750185272,4066951721,,,,,,,,,
4066951721,4066951722,0,404418333,0,footway,,False,58.501,4066951722,4066951721,,,,,,,,,
4066951722,5750184832,0,573343827,1,residential,,False,24.501,4066951722,5750184832,,Calle Manzanitos,,,,,,,
4066951722,5391133719,0,"[1186051041, 1186051042, 570474815]",1,residential,,False,21.655,5391133719,4066951722,,Calle Manzanitos,yes,,,,,,
4066951726,5750185274,0,404418323,1,service,,False,24.753,4066951726,5750185274,,,,,,,,parking_aisle,
4066951726,5750184828,0,404418333,0,footway,,False,48.226,5750184828,4066951726,,,,,,,,,
4066951726,8302191869,0,893261092,1,service,,False,8.556,8302191869,4066951726,,,,,,,,,
4066990035,4066990036,0,404423702,0,footway,,True,34.664,4066990036,4066990035,,,,,,,,,
4066990036,4066990045,0,404423703,0,footway,,True,22.668,4066990045,4066990036,,,,,,,,,
4066990036,4066990038,0,404423703,0,footway,,False,29.941,4066990038,4066990036,,,,,,,,,
4066990038,4066990055,0,404423704,0,footway,,True,33.243,4066990055,4066990038,,,,,,,,,
4066990038,4066990045,0,404423703,0,footway,,False,6.47,4066990045,4066990038,,,,,,,,,
4066990055,8901588136,0,962324115,0,residential,,True,42.287,8901588136,4066990055,,Calle Jos?� Carlos Mari?�tegui,,,,,,,
4066990063,11015162874,0,479820579,1,secondary,40,False,6.133,4066990063,11015162874,2,Avenida V?�rgen del Pilar,,,,,,,
4066990063,4066990064,0,1184523287,0,service,30,True,18.83,4066990064,4066990063,,,,,,,,,
4066990063,11015162864,0,109453238,1,secondary,40,False,4.564,11015162864,4066990063,1,Avenida V?�rgen del Pilar,,,,,,,
4066990064,4066990064,0,404423708,1,service,30,False,156.839,4066990064,4066990064,,,,,,,,,
4066990072,5381008113,0,404423707,0,footway,,True,6.65,5381008113,4066990072,,,,,,,,,
4066990072,5381008144,0,"[558026929, 404423707]",0,footway,,"[False, True]",14.065,5381008144,4066990072,,,,,,,,,
4067032171,4067034689,0,404427366,0,footway,,False,4.018,4067034689,4067032171,,,,,,,,,
4067032171,4067032172,0,"[1171057484, 1171057485, 404427366]",0,footway,,True,6.937,4067032172,4067032171,,,,,,,,,
4067032171,4067034577,0,404430019,1,primary,50,False,120.999,4067034577,4067032171,1,V?�a Exclusiva Daniel Alcides Carri??n,,,,,,,
4067032172,4067034692,0,1171057484,0,footway,,True,4.294,4067034692,4067032172,,,,,,,,,
4067034576,4067034577,0,404427364,0,footway,,True,3.91,4067034577,4067034576,,,,,,,,,
4067034576,4536334670,0,227661752,1,secondary,40,False,16.262,4536334670,4067034576,2,Avenida Daniel Alcides Carri??n,,,,,,,
4067034577,11016523158,0,404430019,1,primary,50,False,32.831,11016523158,4067034577,1,V?�a Exclusiva Daniel Alcides Carri??n,,,,,,,
4067034578,4067035110,0,175698672,1,secondary,40,False,8.875,4067034578,4067035110,2,Avenida Daniel Alcides Carri??n,,,,,,,
4067034578,4067058577,0,175698672,1,secondary,40,False,94.568,4067058577,4067034578,2,Avenida Daniel Alcides Carri??n,,,,,,,
4067034582,4536334670,0,227661752,1,secondary,40,False,16.642,4067034582,4536334670,2,Avenida Daniel Alcides Carri??n,,,,,,,
4067034582,11016523158,0,1186051040,0,primary_link,,True,4.515,11016523158,4067034582,,,,,,,,,
4067034689,4536345257,0,227661752,1,secondary,40,False,105.225,4067034689,4536345257,2,Avenida Daniel Alcides Carri??n,,,,,,,
4067034689,4536351573,0,"[404427366, 1171057486, 1171057487]",0,footway,,False,14.376,4536351573,4067034689,,,,,,,,,
4067034689,5379874278,0,227661752,1,secondary,40,False,41.581,5379874278,4067034689,2,Avenida Daniel Alcides Carri??n,,,,,,,
4067034692,4067058577,0,175698672,1,secondary,40,False,25.584,4067034692,4067058577,2,Avenida Daniel Alcides Carri??n,,,,,,,
4067035110,5381008103,0,"[404429496, 1164002484]",0,service,,True,73.148,5381008103,4067035110,,,,,,,private,,
4067035111,5381008131,0,404429496,0,service,,False,12.632,5381008131,4067035111,,,,,,,private,,
4067035111,4536334664,0,457494581,0,footway,,True,31.339,4536334664,4067035111,,,,,,,,,
4067035111,4536334663,0,457494581,0,footway,,False,53.687,4536334663,4067035111,,,,,,,,,
4067058577,4067058578,0,404430587,1,service,,False,13.282,4067058578,4067058577,2,,,,,,,,
4067058578,6292531033,0,404430588,0,service,,False,113.599,6292531033,4067058578,,,,,,,,,
4067058578,4067059190,0,404430589,0,service,,True,142.295,4067059190,4067058578,,,,,,,,parking_aisle,
4067058578,4067059194,0,404430591,1,service,,False,99.442,4067059194,4067058578,1,,,,,,,,
4067059189,4067059190,0,404430590,0,service,,False,104.349,4067059190,4067059189,2,,,,,,,,
4067059189,4067059204,0,404430593,0,service,,True,19.626,4067059204,4067059189,,,,,,,,,
4067059189,4067059221,0,404430594,0,service,20,True,38.434,4067059221,4067059189,2,,,,,,,,
4067059190,4067059194,0,404430591,1,service,,False,76.74,4067059190,4067059194,1,,,,,,,,
4067059194,4356486898,0,437869932,0,corridor,,True,87.633,4356486898,4067059194,,,,,,,,,
4067059210,11015162754,0,227727841,1,primary_link,40,False,105.689,4067059210,11015162754,2,,,,,,,,
4067059210,4067059225,0,404430594,0,service,20,False,15.71,4067059225,4067059210,2,,,,,,,,
4067059211,4067059225,0,404430594,0,service,20,True,11.359,4067059225,4067059211,2,,,,,,,,
4067059211,4067059221,0,404430594,0,service,20,False,6.529,4067059221,4067059211,2,,,,,,,,
4067059211,4067059212,0,404430595,0,service,,True,14.042,4067059212,4067059211,,,,,,,,,
4067059212,11097229494,0,404430596,0,service,,False,5.658,11097229494,4067059212,,,,,,,,,
4067059212,11097229495,0,404430596,0,service,,True,76.168,11097229495,4067059212,,,,,,,,,
4067059221,5220790839,0,404430597,0,service,,True,133.553,5220790839,4067059221,,,,,,,,,
4067059224,5200623530,0,536972098,0,service,,False,17.215,5200623530,4067059224,,,,,,,,parking_aisle,
4067059225,4067059227,0,404430598,0,service,,True,24.655,4067059227,4067059225,,,,,,,,,
4067059227,4067059232,0,"[536972097, 404430598]",0,service,,True,97.436,4067059232,4067059227,,,,,,,,parking_aisle,
4067059227,6292531038,0,404430599,0,service,,True,98.04,6292531038,4067059227,,,,,,,,,
4067059239,10786826608,0,404430599,0,service,,False,4.653,10786826608,4067059239,,,,,,,,,
4067059239,11097229479,0,1020324647,0,service,,True,68.044,11097229479,4067059239,,Urbanizaci??n los Rosales,,,,,,,
4067064217,6292531051,0,404430599,0,service,,False,73.806,6292531051,4067064217,,,,,,,,,
4067064217,11097229482,0,404431060,0,service,,True,11.254,11097229482,4067064217,,,,,,,,,
4067064217,10786826608,0,404430599,0,service,,True,61.596,10786826608,4067064217,,,,,,,,,
4067064217,5532179492,0,538629452,0,service,20,True,13,5532179492,4067064217,,,,,,,,,
4067064220,11097229483,0,1195624298,0,footway,,True,9.186,11097229483,4067064220,,,,,,,,,
4067064220,4067064222,0,525278092,0,service,10,True,12.162,4067064222,4067064220,,,,,,,,parking_aisle,
4067064220,11097229486,0,525278092,0,service,10,False,12.374,11097229486,4067064220,,,,,,,,parking_aisle,
4067064222,11097229486,0,1195624295,0,footway,,True,17.439,11097229486,4067064222,,,,,,,,,
4067064222,4067064228,0,525278092,0,service,10,True,69.398,4067064228,4067064222,,,,,,,,parking_aisle,
4067064222,11097229478,0,1195624295,0,footway,,False,18.55,11097229478,4067064222,,,,,,,,,
4067064228,11097229482,0,404431060,0,service,,False,5.196,11097229482,4067064228,,,,,,,,,
4067064228,11097229486,0,525278092,0,service,10,True,59.913,11097229486,4067064228,,,,,,,,parking_aisle,
4067074133,11014011292,0,424732725,1,secondary,40,False,5.962,4067074133,11014011292,,Avenida Juan Vidaurr?�zaga,,,,,,,
4067074133,4241152366,0,199124133,1,primary,30,False,4.979,4241152366,4067074133,,,,,roundabout,,,,
4067074134,4241152366,0,199124133,1,primary,30,False,9.854,4067074134,4241152366,,,,,roundabout,,,,
4067074143,4067074144,0,199124133,1,primary,30,False,6.37,4067074143,4067074144,,,,,roundabout,,,,
4067074143,11016544317,0,1276191252,1,secondary,40,False,123.751,11016544317,4067074143,,Avenida Juan Vidaurr?�zaga,,,,,,,
4067074144,11014011293,0,1276191250,1,primary,60,False,55.533,4067074144,11014011293,2,Avenida Venezuela,,,,,,,
4067074148,11014011293,0,110809040,0,residential,30,True,10.833,11014011293,4067074148,2,Obando,,,,,,,
4067074148,4742367921,0,110809040,0,residential,30,False,106.315,4742367921,4067074148,2,Obando,,,,,,,
4067074148,5413568698,0,570474813,1,primary,60,False,94.579,5413568698,4067074148,2,Avenida Venezuela,,,,,,,
4067074154,11016544318,0,424732725,1,secondary,40,False,88.639,4067074154,11016544318,,Avenida Juan Vidaurr?�zaga,,,,,,,
4067074154,5375241716,0,404432270,1,secondary_link,20,False,27.131,5375241716,4067074154,,,,,,,,,
4067074154,11014011292,0,424732725,1,secondary,40,False,33.266,11014011292,4067074154,,Avenida Juan Vidaurr?�zaga,,,,,,,
4071972938,5793954766,0,458554566,0,service,,True,86.453,5793954766,4071972938,,,,,,,,,
4071972938,4071972946,0,"[458554568, 671041446]",0,service,,True,357.668,4071972946,4071972938,,,,,,,,driveway,
4071972946,4071972955,0,404954913,0,track,,False,78.509,4071972955,4071972946,,,,,,,,,
4071972946,4629946311,0,671041446,0,service,,True,188.462,4629946311,4071972946,,,,,,,,,
4071976491,4071976492,0,"[404955177, 404955175]",0,footway,,"[False, True]",96.615,4071976492,4071976491,,,,,,,,,
4071976491,8236634839,0,404955175,0,footway,,False,55.766,8236634839,4071976491,,,,,,,,,
4071976491,8236634836,0,404955176,0,footway,,False,76.432,8236634836,4071976491,,,,,,,,,
4071976492,8236634836,0,404955176,0,footway,,True,16.858,8236634836,4071976492,,,,,,,,,
4071976492,4071976496,0,404955178,0,footway,,True,33.297,4071976496,4071976492,,,,,,,,,
4071980290,5700757485,0,110841556,1,residential,,False,65.82,4071980290,5700757485,,,,,,,,,
4071980290,5700757484,0,763495923,0,residential,,False,13.881,5700757484,4071980290,,,,,,,,,
4072007975,6654482382,0,404960002,0,service,,True,26.64,6654482382,4072007975,,,,,,,,driveway,
4072007975,4072007981,0,404959995,1,tertiary,40,False,17.586,4072007975,4072007981,,?�valo Libertador,,,roundabout,,,,
4072007975,6654482316,0,404959995,1,tertiary,40,False,6.04,6654482316,4072007975,,?�valo Libertador,,,roundabout,,,,
4072007981,4072011451,0,404960000,1,tertiary,40,False,22.64,4072007981,4072011451,,Thomas ?�lvares,,,,,,,
4072007981,4072011455,0,1284435486,1,tertiary,40,False,14.994,4072007981,4072011455,,?�valo Libertador,,,roundabout,,,,
4072007987,4072011392,0,1284435487,1,tertiary,40,False,23.943,4072007987,4072011392,,?�valo Libertador,,,roundabout,,,,
4072007987,4072011455,0,1284432485,1,tertiary,40,False,29.416,4072011455,4072007987,,?�valo Libertador,,,roundabout,,,,
4072011392,6654482316,0,404959995,1,tertiary,40,False,3.634,4072011392,6654482316,,?�valo Libertador,,,roundabout,,,,
4072011451,4072011455,0,404960001,1,tertiary,40,False,22.94,4072011451,4072011455,,Thomas ?�lvares,,,,,,,
4072011472,4072011474,0,404960005,0,footway,,False,10.928,4072011474,4072011472,,,,,,,,,
4072011472,4072011474,1,"[404960004, 708185079]",0,footway,,False,140.392,4072011474,4072011472,,,,,,1,,,
4072011472,4072011478,0,404960005,0,footway,,True,30.762,4072011478,4072011472,,,,,,,,,
4072011474,6654482335,0,404960005,0,footway,,False,31.998,6654482335,4072011474,,,,,,,,,
4072011474,4072011479,0,404960006,0,footway,,True,4.955,4072011479,4072011474,,,,,,,,,
4072011478,4072011479,0,"[708183019, 708183020, 404960006]",0,footway,,False,26.755,4072011479,4072011478,,,yes,,,0.5,,,
4072011478,6654482313,0,708183021,0,footway,,True,38.893,6654482313,4072011478,,,,,,,,,
4072011479,6654482302,0,708183016,0,footway,,True,31.639,6654482302,4072011479,,,,,,,,,
4073422977,4073422978,0,405121580,0,footway,,False,12.553,4073422978,4073422977,,,,,,,,,
